season,date,home_team,away_team,home_runs,away_runs,home_win,run_diff,month,weekday,day_night,home_league,away_league,is_interleague,game_id,home_BA,home_OBP,home_SLG,home_OPS,home_season_runs,home_ERA,home_WHIP,away_BA,away_OBP,away_SLG,away_OPS,away_season_runs,away_ERA,away_WHIP
2016,2016-04-03,TBR,TOR,3.0,5.0,0,-2.0,4,Sunday,Day,AL,AL,0,446911,0.243,0.307,0.426,0.733,672,4.2,1.32,0.248,0.33,0.426,0.755,759.0,3.79,1.23
2016,2016-04-03,PIT,STL,4.0,1.0,1,3.0,4,Sunday,Day,NL,NL,0,446877,0.257,0.332,0.402,0.734,729,4.22,1.4,0.255,0.325,0.443,0.768,779.0,4.08,1.32
2016,2016-04-03,KCR,NYM,4.0,3.0,1,1.0,4,Sunday,Night,AL,NL,1,446873,0.261,0.312,0.4,0.712,675,4.21,1.35,0.246,0.316,0.417,0.733,671.0,3.58,1.27
2016,2016-04-04,ARI,COL,5.0,10.0,0,-5.0,4,Monday,Night,NL,NL,0,446869,0.261,0.32,0.432,0.752,752,5.09,1.49,0.275,0.336,0.457,0.794,845.0,4.92,1.45
2016,2016-04-04,TEX,SEA,3.0,2.0,1,1.0,4,Monday,Day,AL,AL,0,446876,0.262,0.322,0.433,0.755,765,4.38,1.37,0.259,0.326,0.43,0.756,768.0,4.0,1.28
2016,2016-04-04,TBR,TOR,3.0,5.0,0,-2.0,4,Monday,Night,AL,AL,0,446878,0.243,0.307,0.426,0.733,672,4.2,1.32,0.248,0.33,0.426,0.755,759.0,3.79,1.23
2016,2016-04-04,SDP,LAD,0.0,15.0,0,-15.0,4,Monday,Day,NL,NL,0,446871,0.235,0.299,0.39,0.689,686,4.44,1.38,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-04,OAK,CHW,3.0,4.0,0,-1.0,4,Monday,Night,AL,AL,0,446868,0.246,0.304,0.395,0.699,653,4.51,1.34,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-04,LAA,CHC,0.0,9.0,0,-9.0,4,Monday,Night,AL,NL,1,446889,0.26,0.322,0.405,0.726,717,4.28,1.39,0.256,0.343,0.429,0.772,808.0,3.15,1.11
2016,2016-04-04,CIN,PHI,6.0,2.0,1,4.0,4,Monday,Day,NL,NL,0,446874,0.256,0.316,0.408,0.724,716,4.91,1.45,0.24,0.301,0.385,0.685,610.0,4.64,1.35
2016,2016-04-04,BAL,MIN,3.0,2.0,1,1.0,4,Monday,Day,AL,AL,0,446872,0.256,0.317,0.443,0.76,744,4.22,1.36,0.251,0.316,0.421,0.738,722.0,5.09,1.45
2016,2016-04-04,ATL,WSN,3.0,4.0,0,-1.0,4,Monday,Day,NL,NL,0,446879,0.255,0.321,0.384,0.705,649,4.51,1.35,0.256,0.326,0.426,0.751,763.0,3.52,1.19
2016,2016-04-04,MIL,SFG,3.0,12.0,0,-9.0,4,Monday,Day,NL,NL,0,446875,0.244,0.322,0.407,0.729,671,4.1,1.38,0.258,0.329,0.398,0.728,715.0,3.69,1.21
2016,2016-04-05,KCR,NYM,0.0,2.0,0,-2.0,4,Tuesday,Day,AL,NL,1,446896,0.261,0.312,0.4,0.712,675,4.21,1.35,0.246,0.316,0.417,0.733,671.0,3.58,1.27
2016,2016-04-05,CLE,BOS,2.0,6.0,0,-4.0,4,Tuesday,Day,AL,AL,0,446867,0.262,0.329,0.43,0.759,777,3.86,1.24,0.282,0.348,0.461,0.81,878.0,4.0,1.27
2016,2016-04-05,TEX,SEA,2.0,10.0,0,-8.0,4,Tuesday,Night,AL,AL,0,446886,0.262,0.322,0.433,0.755,765,4.38,1.37,0.259,0.326,0.43,0.756,768.0,4.0,1.28
2016,2016-04-05,ARI,COL,11.0,6.0,1,5.0,4,Tuesday,Night,NL,NL,0,446882,0.261,0.32,0.432,0.752,752,5.09,1.49,0.275,0.336,0.457,0.794,845.0,4.92,1.45
2016,2016-04-05,OAK,CHW,4.0,5.0,0,-1.0,4,Tuesday,Night,AL,AL,0,446881,0.246,0.304,0.395,0.699,653,4.51,1.34,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-05,MIA,DET,7.0,8.0,0,-1.0,4,Tuesday,Night,NL,AL,1,446883,0.263,0.322,0.394,0.716,655,4.05,1.36,0.267,0.331,0.438,0.769,750.0,4.24,1.32
2016,2016-04-05,LAA,CHC,1.0,6.0,0,-5.0,4,Tuesday,Night,AL,NL,1,446880,0.26,0.322,0.405,0.726,717,4.28,1.39,0.256,0.343,0.429,0.772,808.0,3.15,1.11
2016,2016-04-05,TBR,TOR,3.0,2.0,1,1.0,4,Tuesday,Night,AL,AL,0,446887,0.243,0.307,0.426,0.733,672,4.2,1.32,0.248,0.33,0.426,0.755,759.0,3.79,1.23
2016,2016-04-05,NYY,HOU,3.0,5.0,0,-2.0,4,Tuesday,Day,AL,AL,0,446870,0.252,0.314,0.405,0.72,680,4.16,1.26,0.247,0.319,0.417,0.735,724.0,4.06,1.29
2016,2016-04-05,PIT,STL,6.0,5.0,1,1.0,4,Tuesday,Night,NL,NL,0,446910,0.257,0.332,0.402,0.734,729,4.22,1.4,0.255,0.325,0.443,0.768,779.0,4.08,1.32
2016,2016-04-05,SDP,LAD,0.0,3.0,0,-3.0,4,Tuesday,Night,NL,NL,0,446884,0.235,0.299,0.39,0.689,686,4.44,1.38,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-05,MIL,SFG,1.0,2.0,0,-1.0,4,Tuesday,Night,NL,NL,0,446885,0.244,0.322,0.407,0.729,671,4.1,1.38,0.258,0.329,0.398,0.728,715.0,3.69,1.21
2016,2016-04-06,MIA,DET,3.0,7.0,0,-4.0,4,Wednesday,Day,NL,AL,1,446892,0.263,0.322,0.394,0.716,655,4.05,1.36,0.267,0.331,0.438,0.769,750.0,4.24,1.32
2016,2016-04-06,TBR,TOR,5.0,3.0,1,2.0,4,Wednesday,Day,AL,AL,0,446901,0.243,0.307,0.426,0.733,672,4.2,1.32,0.248,0.33,0.426,0.755,759.0,3.79,1.23
2016,2016-04-06,ATL,WSN,1.0,3.0,0,-2.0,4,Wednesday,Night,NL,NL,0,446902,0.255,0.321,0.384,0.705,649,4.51,1.35,0.256,0.326,0.426,0.751,763.0,3.52,1.19
2016,2016-04-06,BAL,MIN,4.0,2.0,1,2.0,4,Wednesday,Night,AL,AL,0,446895,0.256,0.317,0.443,0.76,744,4.22,1.36,0.251,0.316,0.421,0.738,722.0,5.09,1.45
2016,2016-04-06,PIT,STL,5.0,1.0,1,4.0,4,Wednesday,Night,NL,NL,0,446900,0.257,0.332,0.402,0.734,729,4.22,1.4,0.255,0.325,0.443,0.768,779.0,4.08,1.32
2016,2016-04-06,CIN,PHI,3.0,2.0,1,1.0,4,Wednesday,Night,NL,NL,0,446897,0.256,0.316,0.408,0.724,716,4.91,1.45,0.24,0.301,0.385,0.685,610.0,4.64,1.35
2016,2016-04-06,OAK,CHW,2.0,1.0,1,1.0,4,Wednesday,Night,AL,AL,0,446890,0.246,0.304,0.395,0.699,653,4.51,1.34,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-06,ARI,COL,3.0,4.0,0,-1.0,4,Wednesday,Day,NL,NL,0,446891,0.261,0.32,0.432,0.752,752,5.09,1.49,0.275,0.336,0.457,0.794,845.0,4.92,1.45
2016,2016-04-06,MIL,SFG,4.0,3.0,1,1.0,4,Wednesday,Day,NL,NL,0,446898,0.244,0.322,0.407,0.729,671,4.1,1.38,0.258,0.329,0.398,0.728,715.0,3.69,1.21
2016,2016-04-06,TEX,SEA,5.0,9.0,0,-4.0,4,Wednesday,Day,AL,AL,0,446899,0.262,0.322,0.433,0.755,765,4.38,1.37,0.259,0.326,0.43,0.756,768.0,4.0,1.28
2016,2016-04-06,NYY,HOU,16.0,6.0,1,10.0,4,Wednesday,Night,AL,AL,0,446893,0.252,0.314,0.405,0.72,680,4.16,1.26,0.247,0.319,0.417,0.735,724.0,4.06,1.29
2016,2016-04-06,CLE,BOS,7.0,6.0,1,1.0,4,Wednesday,Night,AL,AL,0,446888,0.262,0.329,0.43,0.759,777,3.86,1.24,0.282,0.348,0.461,0.81,878.0,4.0,1.27
2016,2016-04-06,SDP,LAD,0.0,7.0,0,-7.0,4,Wednesday,Night,NL,NL,0,446894,0.235,0.299,0.39,0.689,686,4.44,1.38,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-07,ARI,CHC,6.0,14.0,0,-8.0,4,Thursday,Night,NL,NL,0,446904,0.261,0.32,0.432,0.752,752,5.09,1.49,0.256,0.343,0.429,0.772,808.0,3.15,1.11
2016,2016-04-07,OAK,CHW,1.0,6.0,0,-5.0,4,Thursday,Day,AL,AL,0,446905,0.246,0.304,0.395,0.699,653,4.51,1.34,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-07,LAA,TEX,4.0,3.0,1,1.0,4,Thursday,Night,AL,AL,0,448298,0.26,0.322,0.405,0.726,717,4.28,1.39,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-07,NYY,HOU,8.0,5.0,1,3.0,4,Thursday,Day,AL,AL,0,446906,0.252,0.314,0.405,0.72,680,4.16,1.26,0.247,0.319,0.417,0.735,724.0,4.06,1.29
2016,2016-04-07,BAL,MIN,4.0,2.0,1,2.0,4,Thursday,Night,AL,AL,0,446908,0.256,0.317,0.443,0.76,744,4.22,1.36,0.251,0.316,0.421,0.738,722.0,5.09,1.45
2016,2016-04-07,SFG,LAD,12.0,6.0,1,6.0,4,Thursday,Day,NL,NL,0,446907,0.258,0.329,0.398,0.728,715,3.69,1.21,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-07,WSN,MIA,4.0,6.0,0,-2.0,4,Thursday,Day,NL,NL,0,446917,0.256,0.326,0.426,0.751,763,3.52,1.19,0.263,0.322,0.394,0.716,655.0,4.05,1.36
2016,2016-04-07,CIN,PHI,10.0,6.0,1,4.0,4,Thursday,Day,NL,NL,0,446909,0.256,0.316,0.408,0.724,716,4.91,1.45,0.24,0.301,0.385,0.685,610.0,4.64,1.35
2016,2016-04-08,SEA,OAK,2.0,3.0,0,-1.0,4,Friday,Night,AL,AL,0,446920,0.259,0.326,0.43,0.756,768,4.0,1.28,0.246,0.304,0.395,0.699,653.0,4.51,1.34
2016,2016-04-08,MIL,HOU,6.0,4.0,1,2.0,4,Friday,Night,NL,AL,1,446915,0.244,0.322,0.407,0.729,671,4.1,1.38,0.247,0.319,0.417,0.735,724.0,4.06,1.29
2016,2016-04-08,SFG,LAD,3.0,2.0,1,1.0,4,Friday,Night,NL,NL,0,446916,0.258,0.329,0.398,0.728,715,3.69,1.21,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-08,ARI,CHC,3.0,2.0,1,1.0,4,Friday,Night,NL,NL,0,446913,0.261,0.32,0.432,0.752,752,5.09,1.49,0.256,0.343,0.429,0.772,808.0,3.15,1.11
2016,2016-04-08,CHW,CLE,1.0,7.0,0,-6.0,4,Friday,Day,AL,AL,0,446914,0.257,0.317,0.41,0.727,686,4.12,1.34,0.262,0.329,0.43,0.759,777.0,3.86,1.24
2016,2016-04-08,COL,SDP,6.0,13.0,0,-7.0,4,Friday,Day,NL,NL,0,446923,0.275,0.336,0.457,0.794,845,4.92,1.45,0.235,0.299,0.39,0.689,686.0,4.44,1.38
2016,2016-04-08,NYM,PHI,7.0,2.0,1,5.0,4,Friday,Day,NL,NL,0,446921,0.246,0.316,0.417,0.733,671,3.58,1.27,0.24,0.301,0.385,0.685,610.0,4.64,1.35
2016,2016-04-08,TOR,BOS,7.0,8.0,0,-1.0,4,Friday,Night,AL,AL,0,446912,0.248,0.33,0.426,0.755,759,3.79,1.23,0.282,0.348,0.461,0.81,878.0,4.0,1.27
2016,2016-04-08,DET,NYY,4.0,0.0,1,4.0,4,Friday,Day,AL,AL,0,446919,0.267,0.331,0.438,0.769,750,4.24,1.32,0.252,0.314,0.405,0.72,680.0,4.16,1.26
2016,2016-04-08,BAL,TBR,6.0,1.0,1,5.0,4,Friday,Night,AL,AL,0,446925,0.256,0.317,0.443,0.76,744,4.22,1.36,0.243,0.307,0.426,0.733,672.0,4.2,1.32
2016,2016-04-08,ATL,STL,4.0,7.0,0,-3.0,4,Friday,Night,NL,NL,0,446924,0.255,0.321,0.384,0.705,649,4.51,1.35,0.255,0.325,0.443,0.768,779.0,4.08,1.32
2016,2016-04-08,KCR,MIN,4.0,3.0,1,1.0,4,Friday,Night,AL,AL,0,446918,0.261,0.312,0.4,0.712,675,4.21,1.35,0.251,0.316,0.421,0.738,722.0,5.09,1.45
2016,2016-04-08,LAA,TEX,3.0,7.0,0,-4.0,4,Friday,Night,AL,AL,0,446926,0.26,0.322,0.405,0.726,717,4.28,1.39,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-08,CIN,PIT,5.0,6.0,0,-1.0,4,Friday,Night,NL,NL,0,446922,0.256,0.316,0.408,0.724,716,4.91,1.45,0.257,0.332,0.402,0.734,729.0,4.22,1.4
2016,2016-04-09,KCR,MIN,7.0,0.0,1,7.0,4,Saturday,Night,AL,AL,0,446933,0.261,0.312,0.4,0.712,675,4.21,1.35,0.251,0.316,0.421,0.738,722.0,5.09,1.45
2016,2016-04-09,LAA,TEX,1.0,4.0,0,-3.0,4,Saturday,Night,AL,AL,0,446941,0.26,0.322,0.405,0.726,717,4.28,1.39,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-09,CHW,CLE,7.0,3.0,1,4.0,4,Saturday,Day,AL,AL,0,446929,0.257,0.317,0.41,0.727,686,4.12,1.34,0.262,0.329,0.43,0.759,777.0,3.86,1.24
2016,2016-04-09,ARI,CHC,2.0,4.0,0,-2.0,4,Saturday,Night,NL,NL,0,446928,0.261,0.32,0.432,0.752,752,5.09,1.49,0.256,0.343,0.429,0.772,808.0,3.15,1.11
2016,2016-04-09,SFG,LAD,2.0,3.0,0,-1.0,4,Saturday,Day,NL,NL,0,446931,0.258,0.329,0.398,0.728,715,3.69,1.21,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-09,ATL,STL,2.0,12.0,0,-10.0,4,Saturday,Night,NL,NL,0,446939,0.255,0.321,0.384,0.705,649,4.51,1.35,0.255,0.325,0.443,0.768,779.0,4.08,1.32
2016,2016-04-09,NYM,PHI,0.0,1.0,0,-1.0,4,Saturday,Night,NL,NL,0,446936,0.246,0.316,0.417,0.733,671,3.58,1.27,0.24,0.301,0.385,0.685,610.0,4.64,1.35
2016,2016-04-09,MIL,HOU,4.0,6.0,0,-2.0,4,Saturday,Night,NL,AL,1,446930,0.244,0.322,0.407,0.729,671,4.1,1.38,0.247,0.319,0.417,0.735,724.0,4.06,1.29
2016,2016-04-09,CIN,PIT,5.0,1.0,1,4.0,4,Saturday,Day,NL,NL,0,446937,0.256,0.316,0.408,0.724,716,4.91,1.45,0.257,0.332,0.402,0.734,729.0,4.22,1.4
2016,2016-04-09,DET,NYY,4.0,8.0,0,-4.0,4,Saturday,Day,AL,AL,0,446934,0.267,0.331,0.438,0.769,750,4.24,1.32,0.252,0.314,0.405,0.72,680.0,4.16,1.26
2016,2016-04-09,SEA,OAK,1.0,6.0,0,-5.0,4,Saturday,Night,AL,AL,0,446935,0.259,0.326,0.43,0.756,768,4.0,1.28,0.246,0.304,0.395,0.699,653.0,4.51,1.34
2016,2016-04-09,COL,SDP,3.0,16.0,0,-13.0,4,Saturday,Night,NL,NL,0,446938,0.275,0.336,0.457,0.794,845,4.92,1.45,0.235,0.299,0.39,0.689,686.0,4.44,1.38
2016,2016-04-09,TOR,BOS,4.0,8.0,0,-4.0,4,Saturday,Day,AL,AL,0,446927,0.248,0.33,0.426,0.755,759,3.79,1.23,0.282,0.348,0.461,0.81,878.0,4.0,1.27
2016,2016-04-10,ATL,STL,7.0,12.0,0,-5.0,4,Sunday,Day,NL,NL,0,446954,0.255,0.321,0.384,0.705,649,4.51,1.35,0.255,0.325,0.443,0.768,779.0,4.08,1.32
2016,2016-04-10,SEA,OAK,1.0,2.0,0,-1.0,4,Sunday,Day,AL,AL,0,446950,0.259,0.326,0.43,0.756,768,4.0,1.28,0.246,0.304,0.395,0.699,653.0,4.51,1.34
2016,2016-04-10,MIL,HOU,3.0,2.0,1,1.0,4,Sunday,Day,NL,AL,1,446945,0.244,0.322,0.407,0.729,671,4.1,1.38,0.247,0.319,0.417,0.735,724.0,4.06,1.29
2016,2016-04-10,ARI,CHC,3.0,7.0,0,-4.0,4,Sunday,Day,NL,NL,0,446943,0.261,0.32,0.432,0.752,752,5.09,1.49,0.256,0.343,0.429,0.772,808.0,3.15,1.11
2016,2016-04-10,KCR,MIN,4.0,3.0,1,1.0,4,Sunday,Day,AL,AL,0,446948,0.261,0.312,0.4,0.712,675,4.21,1.35,0.251,0.316,0.421,0.738,722.0,5.09,1.45
2016,2016-04-10,LAA,TEX,3.0,1.0,1,2.0,4,Sunday,Day,AL,AL,0,446956,0.26,0.322,0.405,0.726,717,4.28,1.39,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-10,CIN,PIT,2.0,1.0,1,1.0,4,Sunday,Day,NL,NL,0,446952,0.256,0.316,0.408,0.724,716,4.91,1.45,0.257,0.332,0.402,0.734,729.0,4.22,1.4
2016,2016-04-10,TOR,BOS,3.0,0.0,1,3.0,4,Sunday,Day,AL,AL,0,446942,0.248,0.33,0.426,0.755,759,3.79,1.23,0.282,0.348,0.461,0.81,878.0,4.0,1.27
2016,2016-04-10,BAL,TBR,5.0,3.0,1,2.0,4,Sunday,Day,AL,AL,0,446955,0.256,0.317,0.443,0.76,744,4.22,1.36,0.243,0.307,0.426,0.733,672.0,4.2,1.32
2016,2016-04-10,WSN,MIA,4.0,2.0,1,2.0,4,Sunday,Day,NL,NL,0,446947,0.256,0.326,0.426,0.751,763,3.52,1.19,0.263,0.322,0.394,0.716,655.0,4.05,1.36
2016,2016-04-10,NYM,PHI,2.0,5.0,0,-3.0,4,Sunday,Day,NL,NL,0,446951,0.246,0.316,0.417,0.733,671,3.58,1.27,0.24,0.301,0.385,0.685,610.0,4.64,1.35
2016,2016-04-10,COL,SDP,6.0,3.0,1,3.0,4,Sunday,Day,NL,NL,0,446953,0.275,0.336,0.457,0.794,845,4.92,1.45,0.235,0.299,0.39,0.689,686.0,4.44,1.38
2016,2016-04-10,SFG,LAD,9.0,6.0,1,3.0,4,Sunday,Day,NL,NL,0,446946,0.258,0.329,0.398,0.728,715,3.69,1.21,0.249,0.319,0.409,0.728,725.0,3.7,1.19
2016,2016-04-11,BOS,BAL,7.0,9.0,0,-2.0,4,Monday,Day,AL,AL,0,446958,0.282,0.348,0.461,0.81,878,4.0,1.27,0.256,0.317,0.443,0.76,744.0,4.22,1.36
2016,2016-04-11,PHI,SDP,3.0,4.0,0,-1.0,4,Monday,Day,NL,NL,0,446966,0.24,0.301,0.385,0.685,610,4.64,1.35,0.235,0.299,0.39,0.689,686.0,4.44,1.38
2016,2016-04-11,OAK,LAA,1.0,4.0,0,-3.0,4,Monday,Night,AL,AL,0,446962,0.246,0.304,0.395,0.699,653,4.51,1.34,0.26,0.322,0.405,0.726,717.0,4.28,1.39
2016,2016-04-11,SEA,TEX,3.0,7.0,0,-4.0,4,Monday,Night,AL,AL,0,446967,0.259,0.326,0.43,0.756,768,4.0,1.28,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-11,NYM,MIA,3.0,10.0,0,-7.0,4,Monday,Night,NL,NL,0,446963,0.246,0.316,0.417,0.733,671,3.58,1.27,0.263,0.322,0.394,0.716,655.0,4.05,1.36
2016,2016-04-11,MIN,CHW,1.0,4.0,0,-3.0,4,Monday,Day,AL,AL,0,446959,0.251,0.316,0.421,0.738,722,5.09,1.45,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-11,CHC,CIN,5.0,3.0,1,2.0,4,Monday,Night,NL,NL,0,446960,0.256,0.343,0.429,0.772,808,3.15,1.11,0.256,0.316,0.408,0.724,716.0,4.91,1.45
2016,2016-04-11,STL,MIL,10.0,1.0,1,9.0,4,Monday,Day,NL,NL,0,446964,0.255,0.325,0.443,0.768,779,4.08,1.32,0.244,0.322,0.407,0.729,671.0,4.1,1.38
2016,2016-04-11,WSN,ATL,6.0,4.0,1,2.0,4,Monday,Night,NL,NL,0,446957,0.256,0.326,0.426,0.751,763,3.52,1.19,0.255,0.321,0.384,0.705,649.0,4.51,1.35
2016,2016-04-11,DET,PIT,4.0,7.0,0,-3.0,4,Monday,Day,AL,NL,1,446965,0.267,0.331,0.438,0.769,750,4.24,1.32,0.257,0.332,0.402,0.734,729.0,4.22,1.4
2016,2016-04-11,HOU,KCR,8.0,2.0,1,6.0,4,Monday,Night,AL,AL,0,446961,0.247,0.319,0.417,0.735,724,4.06,1.29,0.261,0.312,0.4,0.712,675.0,4.21,1.35
2016,2016-04-12,SEA,TEX,0.0,8.0,0,-8.0,4,Tuesday,Night,AL,AL,0,446980,0.259,0.326,0.43,0.756,768,4.0,1.28,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-12,PHI,SDP,3.0,0.0,1,3.0,4,Tuesday,Night,NL,NL,0,446978,0.24,0.301,0.385,0.685,610,4.64,1.35,0.235,0.299,0.39,0.689,686.0,4.44,1.38
2016,2016-04-12,COL,SFG,2.0,7.0,0,-5.0,4,Tuesday,Night,NL,NL,0,446979,0.275,0.336,0.457,0.794,845,4.92,1.45,0.258,0.329,0.398,0.728,715.0,3.69,1.21
2016,2016-04-12,TBR,CLE,5.0,1.0,1,4.0,4,Tuesday,Night,AL,AL,0,446971,0.243,0.307,0.426,0.733,672,4.2,1.32,0.262,0.329,0.43,0.759,777.0,3.86,1.24
2016,2016-04-12,TOR,NYY,2.0,3.0,0,-1.0,4,Tuesday,Night,AL,AL,0,446976,0.248,0.33,0.426,0.755,759,3.79,1.23,0.252,0.314,0.405,0.72,680.0,4.16,1.26
2016,2016-04-12,WSN,ATL,2.0,1.0,1,1.0,4,Tuesday,Night,NL,NL,0,446969,0.256,0.326,0.426,0.751,763,3.52,1.19,0.255,0.321,0.384,0.705,649.0,4.51,1.35
2016,2016-04-12,OAK,LAA,4.0,5.0,0,-1.0,4,Tuesday,Night,AL,AL,0,446973,0.246,0.304,0.395,0.699,653,4.51,1.34,0.26,0.322,0.405,0.726,717.0,4.28,1.39
2016,2016-04-12,LAD,AZ,2.0,4.0,0,-2.0,4,Tuesday,Day,NL,,1,446968,0.249,0.319,0.409,0.728,725,3.7,1.19,,,,,,,
2016,2016-04-12,NYM,MIA,1.0,2.0,0,-1.0,4,Tuesday,Night,NL,NL,0,446974,0.246,0.316,0.417,0.733,671,3.58,1.27,0.263,0.322,0.394,0.716,655.0,4.05,1.36
2016,2016-04-12,HOU,KCR,2.0,3.0,0,-1.0,4,Tuesday,Night,AL,AL,0,446972,0.247,0.319,0.417,0.735,724,4.06,1.29,0.261,0.312,0.4,0.712,675.0,4.21,1.35
2016,2016-04-12,DET,PIT,8.0,2.0,1,6.0,4,Tuesday,Day,AL,NL,1,446977,0.267,0.331,0.438,0.769,750,4.24,1.32,0.257,0.332,0.402,0.734,729.0,4.22,1.4
2016,2016-04-12,BOS,BAL,5.0,9.0,0,-4.0,4,Tuesday,Night,AL,AL,0,446970,0.282,0.348,0.461,0.81,878,4.0,1.27,0.256,0.317,0.443,0.76,744.0,4.22,1.36
2016,2016-04-13,LAD,AZ,3.0,1.0,1,2.0,4,Wednesday,Night,NL,,1,446981,0.249,0.319,0.409,0.728,725,3.7,1.19,,,,,,,
2016,2016-04-13,PIT,DET,3.0,7.0,0,-4.0,4,Wednesday,Night,NL,AL,1,446987,0.257,0.332,0.402,0.734,729,4.22,1.4,0.267,0.331,0.438,0.769,750.0,4.24,1.32
2016,2016-04-13,OAK,LAA,1.0,5.0,0,-4.0,4,Wednesday,Day,AL,AL,0,446989,0.246,0.304,0.395,0.699,653,4.51,1.34,0.26,0.322,0.405,0.726,717.0,4.28,1.39
2016,2016-04-13,TBR,CLE,1.0,4.0,0,-3.0,4,Wednesday,Night,AL,AL,0,446986,0.243,0.307,0.426,0.733,672,4.2,1.32,0.262,0.329,0.43,0.759,777.0,3.86,1.24
2016,2016-04-13,PHI,SDP,2.0,1.0,1,1.0,4,Wednesday,Night,NL,NL,0,446993,0.24,0.301,0.385,0.685,610,4.64,1.35,0.235,0.299,0.39,0.689,686.0,4.44,1.38
2016,2016-04-13,STL,MIL,4.0,6.0,0,-2.0,4,Wednesday,Night,NL,NL,0,446975,0.255,0.325,0.443,0.768,779,4.08,1.32,0.244,0.322,0.407,0.729,671.0,4.1,1.38
2016,2016-04-13,TOR,NYY,7.0,2.0,1,5.0,4,Wednesday,Night,AL,AL,0,446992,0.248,0.33,0.426,0.755,759,3.79,1.23,0.252,0.314,0.405,0.72,680.0,4.16,1.26
2016,2016-04-13,COL,SFG,10.0,6.0,1,4.0,4,Wednesday,Night,NL,NL,0,446994,0.275,0.336,0.457,0.794,845,4.92,1.45,0.258,0.329,0.398,0.728,715.0,3.69,1.21
2016,2016-04-13,CHC,CIN,9.0,2.0,1,7.0,4,Wednesday,Night,NL,NL,0,446985,0.256,0.343,0.429,0.772,808,3.15,1.11,0.256,0.316,0.408,0.724,716.0,4.91,1.45
2016,2016-04-13,NYM,MIA,2.0,1.0,1,1.0,4,Wednesday,Day,NL,NL,0,446990,0.246,0.316,0.417,0.733,671,3.58,1.27,0.263,0.322,0.394,0.716,655.0,4.05,1.36
2016,2016-04-13,HOU,KCR,2.0,4.0,0,-2.0,4,Wednesday,Night,AL,AL,0,446988,0.247,0.319,0.417,0.735,724,4.06,1.29,0.261,0.312,0.4,0.712,675.0,4.21,1.35
2016,2016-04-13,SEA,TEX,4.0,2.0,1,2.0,4,Wednesday,Day,AL,AL,0,446995,0.259,0.326,0.43,0.756,768,4.0,1.28,0.262,0.322,0.433,0.755,765.0,4.38,1.37
2016,2016-04-13,BOS,BAL,4.0,2.0,1,2.0,4,Wednesday,Night,AL,AL,0,446983,0.282,0.348,0.461,0.81,878,4.0,1.27,0.256,0.317,0.443,0.76,744.0,4.22,1.36
2016,2016-04-13,WSN,ATL,3.0,0.0,1,3.0,4,Wednesday,Night,NL,NL,0,446982,0.256,0.326,0.426,0.751,763,3.52,1.19,0.255,0.321,0.384,0.705,649.0,4.51,1.35
2016,2016-04-13,MIN,CHW,0.0,3.0,0,-3.0,4,Wednesday,Night,AL,AL,0,446984,0.251,0.316,0.421,0.738,722,5.09,1.45,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-14,LAD,AZ,5.0,2.0,1,3.0,4,Thursday,Night,NL,,1,446996,0.249,0.319,0.409,0.728,725,3.7,1.19,,,,,,,
2016,2016-04-14,TEX,BAL,6.0,3.0,1,3.0,4,Thursday,Night,AL,AL,0,446998,0.262,0.322,0.433,0.755,765,4.38,1.37,0.256,0.317,0.443,0.76,744.0,4.22,1.36
2016,2016-04-14,WSN,ATL,6.0,2.0,1,4.0,4,Thursday,Day,NL,NL,0,446997,0.256,0.326,0.426,0.751,763,3.52,1.19,0.255,0.321,0.384,0.705,649.0,4.51,1.35
2016,2016-04-14,MIN,CHW,1.0,3.0,0,-2.0,4,Thursday,Day,AL,AL,0,446999,0.251,0.316,0.421,0.738,722,5.09,1.45,0.257,0.317,0.41,0.727,686.0,4.12,1.34
2016,2016-04-14,CHC,CIN,8.0,1.0,1,7.0,4,Thursday,Night,NL,NL,0,447000,0.256,0.343,0.429,0.772,808,3.15,1.11,0.256,0.316,0.408,0.724,716.0,4.91,1.45
