model,n_components,k,linkage,tr_silhouette,tr_calinski_harabasz,tr_davies_bouldin,te_silhouette,te_calinski_harabasz,te_davies_bouldin
PCA+Agglomerative,5,8,ward,0.1395360827936543,2983.61136515764,1.5032429094080295,0.18296494873805075,890.5571193713132,1.379040177161267
PCA+Agglomerative,5,8,complete,0.10158813392645266,2486.693680129258,1.5795985085725022,0.16896609167809853,837.609164499223,1.404587581704312
PCA+Agglomerative,5,8,average,0.0589866822263538,1171.9895386294038,1.110454707290299,0.115266358648648,574.7381918533041,1.3174352452744829
PCA+Agglomerative,5,10,ward,0.14673246037483184,2849.2869790691307,1.4581850568808454,0.1918350015792727,855.4072306421021,1.3478812656426717
PCA+Agglomerative,5,10,complete,0.09551444606677993,2251.4710477094513,1.5869276932092933,0.17011736060424096,785.9543287440459,1.3769080757966337
PCA+Agglomerative,5,10,average,0.08811850947066503,1507.9235466285222,1.1961156283607128,0.14362727509006196,614.3037848370622,1.347908090180456
PCA+Agglomerative,8,2,ward,0.14212929817113645,2865.6317470126205,2.1586539807134715,0.1762352728168005,904.2397717405954,1.9330482127519075
PCA+Agglomerative,8,2,complete,0.13783945100783337,2744.024914577359,2.2264643178902697,0.17739889036191614,904.3510070718937,1.9389561530588697
PCA+Agglomerative,8,2,average,0.45459258581625106,2348.183944093946,0.7219219693140408,0.4513086335733719,573.6108190627776,0.7265023638925208
PCA+Agglomerative,8,3,ward,0.17320317411979308,3096.1027719770887,1.5908224955670314,0.20719479740651078,902.9061276992621,1.4309507164068698
PCA+Agglomerative,8,3,complete,0.11185627913353599,2235.7753055293906,2.084794113599447,0.16205383294855819,769.1409831070848,1.849617690269028
PCA+Agglomerative,8,3,average,0.2412005395987963,1621.8159693005123,1.097968383256448,0.19911079690980524,544.5201920400726,1.318463467323536
PCA+Agglomerative,8,4,ward,0.13500046367712995,2862.1637628796416,1.6478220353076094,0.1783726743542541,870.4081186424138,1.4700938233676357
PCA+Agglomerative,8,4,complete,0.07797182359350918,1796.4728348188105,1.9132493572009246,0.1327702105099099,638.8144165503696,1.832484469353876
PCA+Agglomerative,8,4,average,0.15649071701616593,1494.3605139241076,1.2249789250878824,0.1522953160501912,646.9413318112145,1.4005067947829526
PCA+Agglomerative,8,5,ward,0.11709866700493747,2660.3463293464906,1.803673120427386,0.16221459353931886,824.6114678675451,1.5710957747760197
PCA+Agglomerative,8,5,complete,0.11651112058112521,2431.1991737241733,1.5528517611920758,0.16597193105335642,803.9867906404922,1.5038791230642115
PCA+Agglomerative,8,5,average,0.10076740183130041,1252.574402011662,1.2100502695359694,0.12329503440772487,591.4220544875467,1.4706669340185365
PCA+Agglomerative,8,6,ward,0.1098417455466601,2520.419725123356,1.7642814824719728,0.15567888935581478,772.3161385578312,1.5500311965978257
PCA+Agglomerative,8,6,complete,0.10340588215067534,2166.15714067051,1.6072370471276347,0.149423659572928,722.3068423333569,1.6238118250840963
PCA+Agglomerative,8,6,average,0.07009002045980016,1125.008451762124,1.1965041267361667,0.12205823844644484,587.100557318112,1.4728886090352038
PCA+Agglomerative,8,8,ward,0.11337149388159293,2189.1963830396526,1.7422192932630303,0.15524689101173353,662.8696238865718,1.5678972703013434
PCA+Agglomerative,8,8,complete,0.07238841729039369,1847.4510278358168,1.841885231592137,0.1293447637192929,617.0672458126174,1.751846268725403
PCA+Agglomerative,8,8,average,0.03932374330876718,858.055541307259,1.1835153510945804,0.0955976359274226,475.5372884335789,1.4696157089512552
PCA+Agglomerative,8,10,ward,0.11890171034090845,1995.2706572450627,1.7562143465349813,0.15835009748369422,602.5391125721653,1.538520869813518
PCA+Agglomerative,8,10,complete,0.07383654183111048,1665.617056416591,1.9572184122718377,0.1256629831853391,534.8144558534368,1.7979380686396933
PCA+Agglomerative,8,10,average,0.05123704802235288,1100.5420312917993,1.3586791567638754,0.09422638419191398,437.96982652309623,1.5676341141394734
PCA+Agglomerative,12,2,ward,0.15996991514790293,2352.6600361346204,2.297260377061281,0.17226809137010604,781.3398154978463,2.0929909200674297
PCA+Agglomerative,12,2,complete,0.10423660497885785,1933.5334958048854,2.6899903334855764,0.15377035377891274,744.1221040261831,2.1715899412714226
PCA+Agglomerative,12,2,average,0.43129137990035393,2149.128125033232,0.762969616562404,0.4281715701301757,525.778990963641,0.767953217192702
PCA+Agglomerative,12,3,ward,0.16430633889639149,2627.4779879883317,1.5919588327297334,0.191188218673494,784.891977515603,1.5068579952365855
PCA+Agglomerative,12,3,complete,0.08777462666790373,1810.6736293527133,2.2425963269253275,0.13430536691998127,667.1144428214377,1.9471852383467663
PCA+Agglomerative,12,3,average,0.23286654363853737,1259.3808411077873,0.9853237936429373,0.17567146470536327,450.7373347759859,1.3426402690022126
PCA+Agglomerative,12,4,ward,0.12018825317323924,2482.372619367509,1.8651116734166844,0.16277068989777146,766.6454080898942,1.588463657868155
PCA+Agglomerative,12,4,complete,0.11797477491986665,2309.031045585679,1.7717839762717613,0.1677453964071151,775.0838510673381,1.5428524170914704
PCA+Agglomerative,12,4,average,0.15730978684346134,1135.2214349864337,1.1762120185409939,0.14554531239529378,487.35938978246907,1.3960904112552264
PCA+Agglomerative,12,5,ward,0.10903871904522891,2380.785594922447,1.8793678330316257,0.14653390126172422,709.1150354993857,1.6645150947726406
PCA+Agglomerative,12,5,complete,0.09154506441072782,2191.87000169543,2.0177211354253215,0.13923803496391826,701.9833426906234,1.7508005438883991
PCA+Agglomerative,12,5,average,0.09407502366898533,1073.2983527799217,1.2099180370577796,0.10895354399662076,505.3767124544706,1.5195981352589227
PCA+Agglomerative,12,6,ward,0.105198969445267,2199.429483480922,1.8099392302377704,0.13876251335715442,655.1641534579824,1.6803421925349682
PCA+Agglomerative,12,6,complete,0.08867331059130668,2123.7512454833873,1.9959314845357035,0.12731552259403928,640.8329701535113,1.7939604066231614
PCA+Agglomerative,12,6,average,0.06130959106987802,972.6030396861523,1.2223699714797085,0.1065480349922405,499.437427795923,1.5631443049179197
PCA+Agglomerative,12,8,ward,0.08376557200771391,1844.7954846204088,2.1910718780097214,0.13008643886139615,563.8506236564345,1.880974622389119
PCA+Agglomerative,12,8,complete,0.06871466124952548,1690.2947609143305,2.3401785373424606,0.10542138473594702,519.0567384164377,2.1179253930665283
PCA+Agglomerative,12,8,average,0.03159940627426014,706.0078564626903,1.1901633501085986,0.08420174382922292,413.1641517539516,1.6258207486052596
PCA+Agglomerative,12,10,ward,0.08915904440541461,1635.6392339801343,2.0485819113188124,0.1337584207727502,507.55929746275285,1.7524730388680532
PCA+Agglomerative,12,10,complete,0.062143777887209393,1477.339371696622,2.2007604294001117,0.11380604208312586,473.82113933189675,1.899051135217443
PCA+Agglomerative,12,10,average,0.0018044420301482535,563.1778174100713,1.1567350623667978,0.065060106885414,345.4582460599124,1.600513029203395
